"appid","average_2weeks","average_forever","developer","median_2weeks","median_forever","name","negative","owners","owners_variance","players_2weeks","players_2weeks_variance","players_forever","players_forever_variance","positive","price","publisher","score_rank","userscore"
"681810","539","608","Softstar Technology (Beijing) Co.,Ltd","653","595","(Chinese PaladinSword and Fairy 6)","0","5509","2351","1577","1543","4197","2052","0","0","Beijing New Era Network Technology Co., Ltd.","","0"
"368430","0","249","Antagonist","0","108","Through the Woods","94","16527","4073","0","0","13116","3628","303","1999","1C Company","39","74"
"364750","0","107","exosyphen studios","0","14","Hacker Evolution Source Code","5","11280","3365","0","0","3548","2314","8","2499","exosyphen studios","17","75"
"644200","159","58","Angels Blue Digital Entertainment, DigitalEZ","265","74","Starlight of Aeons","12","3410","1850","1583","2192","1836","1357","66","499","DigitalEZ","56","85"
"315600","23","71","Razorworks","40","25","Ford Racing 3","125","55089","7436","1177","1330","36988","6093","673","499","Strategy First","56","83"
"542430","123","216","Primitive Studio","197","210","Remaining in a dream","67","260754","16175","1570","1536","248949","15805","62","99","Primitive Studio","8","42"
"413580","0","456","desunoya","0","732","Reverse x Reverse","0","1836","1357","0","0","1574","1257","17","999","Sekai Project","100","100"
"110600","0","153","PomPom","0","13","Astro Tripper","25","26495","5157","0","0","7083","2666","29","499","Pom Pom Games","11","66"
"562670","0","197","Starodymov","0","215","Masha Rescues Grandma","21","11280","3365","0","0","9444","3079","18","399","OtakuMaker SARL","7","44"
"369040","65","366","PlazSoft","65","328","Yargis - Space Melee","64","77387","8813","788","1090","55089","7436","96","999","PlazSoft","16","47"
"374744","0","0","","0","0","Blender: 8.3 Im/Export - LOD Creation","0","3673","1920","0","0","0","0","0","","","","0"
"455910","52","108","Factor 5, LucasArts","66","28","STAR WARS: Rogue Squadron 3D","142","180481","13458","1183","1336","76075","8738","420","999","LucasArts, Lucasfilm, Disney Interactive","35","75"
"678560","0","628","弘原游戏","0","520"," - Tales of Hongyuan","61","4460","2115","0","0","3935","1987","267","1299","弘原游戏","49","81"
"508710","0","191","Aivaras Ivoškus","0","191","Project Lounge","5","3410","1850","0","0","785","1538","22","599","Aivaras Ivoškus","49","85"
